,country,year,cases,sex,age
77799,KW,2007,0.0,f,0-14
83568,KW,2007,26.0,f,15-24
89337,KW,2007,53.0,f,25-34
95106,KW,2007,18.0,f,35-44
100875,KW,2007,13.0,f,45-54
72030,KW,2007,0.0,f,5-14
106644,KW,2007,7.0,f,55-64
20109,KW,2007,1.0,m,0-14
25878,KW,2007,16.0,m,15-24
31647,KW,2007,69.0,m,25-34
37416,KW,2007,25.0,m,35-44
43185,KW,2007,29.0,m,45-54
14340,KW,2007,1.0,m,5-14
48954,KW,2007,8.0,m,55-64
77800,KW,2008,2.0,f,0-14
83569,KW,2008,33.0,f,15-24
89338,KW,2008,47.0,f,25-34
95107,KW,2008,27.0,f,35-44
100876,KW,2008,7.0,f,45-54
72031,KW,2008,2.0,f,5-14
106645,KW,2008,5.0,f,55-64
20110,KW,2008,0.0,m,0-14
25879,KW,2008,18.0,m,15-24
31648,KW,2008,90.0,m,25-34
37417,KW,2008,56.0,m,35-44
43186,KW,2008,34.0,m,45-54
14341,KW,2008,0.0,m,5-14
48955,KW,2008,11.0,m,55-64
77818,KY,1998,0.0,f,0-14
83587,KY,1998,0.0,f,15-24
89356,KY,1998,1.0,f,25-34
95125,KY,1998,0.0,f,35-44
100894,KY,1998,0.0,f,45-54
106663,KY,1998,0.0,f,55-64
20128,KY,1998,0.0,m,0-14
25897,KY,1998,0.0,m,15-24
31666,KY,1998,0.0,m,25-34
37435,KY,1998,0.0,m,35-44
43204,KY,1998,0.0,m,45-54
48973,KY,1998,0.0,m,55-64
77819,KY,1999,0.0,f,0-14
83588,KY,1999,1.0,f,15-24
89357,KY,1999,0.0,f,25-34
95126,KY,1999,0.0,f,35-44
100895,KY,1999,0.0,f,45-54
106664,KY,1999,0.0,f,55-64
20129,KY,1999,0.0,m,0-14
25898,KY,1999,0.0,m,15-24
31667,KY,1999,0.0,m,25-34
37436,KY,1999,1.0,m,35-44
43205,KY,1999,0.0,m,45-54
48974,KY,1999,0.0,m,55-64
20130,KY,2000,0.0,m,0-14
25899,KY,2000,0.0,m,15-24
31668,KY,2000,3.0,m,25-34
37437,KY,2000,1.0,m,35-44
43206,KY,2000,0.0,m,45-54
48975,KY,2000,1.0,m,55-64
20131,KY,2001,0.0,m,0-14
25900,KY,2001,0.0,m,15-24
31669,KY,2001,1.0,m,25-34
37438,KY,2001,0.0,m,35-44
43207,KY,2001,0.0,m,45-54
48976,KY,2001,0.0,m,55-64
77823,KY,2003,0.0,f,0-14
83592,KY,2003,0.0,f,15-24
89361,KY,2003,0.0,f,25-34
95130,KY,2003,0.0,f,35-44
100899,KY,2003,0.0,f,45-54
106668,KY,2003,0.0,f,55-64
20133,KY,2003,0.0,m,0-14
25902,KY,2003,0.0,m,15-24
31671,KY,2003,0.0,m,25-34
37440,KY,2003,0.0,m,35-44
43209,KY,2003,0.0,m,45-54
48978,KY,2003,0.0,m,55-64
77824,KY,2004,0.0,f,0-14
83593,KY,2004,0.0,f,15-24
89362,KY,2004,0.0,f,25-34
95131,KY,2004,1.0,f,35-44
100900,KY,2004,0.0,f,45-54
106669,KY,2004,0.0,f,55-64
20134,KY,2004,0.0,m,0-14
25903,KY,2004,0.0,m,15-24
31672,KY,2004,0.0,m,25-34
37441,KY,2004,0.0,m,35-44
43210,KY,2004,0.0,m,45-54
48979,KY,2004,0.0,m,55-64
77826,KY,2006,0.0,f,0-14
83595,KY,2006,0.0,f,15-24
89364,KY,2006,0.0,f,25-34
95133,KY,2006,0.0,f,35-44
100902,KY,2006,0.0,f,45-54
72057,KY,2006,0.0,f,5-14
106671,KY,2006,0.0,f,55-64
20136,KY,2006,0.0,m,0-14
25905,KY,2006,0.0,m,15-24
31674,KY,2006,0.0,m,25-34
37443,KY,2006,0.0,m,35-44
43212,KY,2006,0.0,m,45-54
14367,KY,2006,0.0,m,5-14
48981,KY,2006,0.0,m,55-64
77827,KY,2007,0.0,f,0-14
83596,KY,2007,0.0,f,15-24
89365,KY,2007,0.0,f,25-34
95134,KY,2007,0.0,f,35-44
100903,KY,2007,0.0,f,45-54
72058,KY,2007,0.0,f,5-14
106672,KY,2007,0.0,f,55-64
20137,KY,2007,0.0,m,0-14
25906,KY,2007,0.0,m,15-24
31675,KY,2007,0.0,m,25-34
37444,KY,2007,0.0,m,35-44
43213,KY,2007,0.0,m,45-54
14368,KY,2007,0.0,m,5-14
48982,KY,2007,1.0,m,55-64
77846,KZ,1997,47.0,f,0-14
83615,KZ,1997,78.0,f,15-24
89384,KZ,1997,673.0,f,25-34
95153,KZ,1997,423.0,f,35-44
100922,KZ,1997,141.0,f,45-54
106691,KZ,1997,142.0,f,55-64
20156,KZ,1997,22.0,m,0-14
25925,KZ,1997,68.0,m,15-24
31694,KZ,1997,827.0,m,25-34
37463,KZ,1997,725.0,m,35-44
43232,KZ,1997,475.0,m,45-54
49001,KZ,1997,485.0,m,55-64
77847,KZ,1998,62.0,f,0-14
83616,KZ,1998,625.0,f,15-24
89385,KZ,1998,713.0,f,25-34
95154,KZ,1998,457.0,f,35-44
100923,KZ,1998,204.0,f,45-54
106692,KZ,1998,174.0,f,55-64
20157,KZ,1998,34.0,m,0-14
25926,KZ,1998,795.0,m,15-24
31695,KZ,1998,1009.0,m,25-34
37464,KZ,1998,817.0,m,35-44
43233,KZ,1998,628.0,m,45-54
49002,KZ,1998,515.0,m,55-64
77848,KZ,1999,60.0,f,0-14
83617,KZ,1999,822.0,f,15-24
89386,KZ,1999,872.0,f,25-34
95155,KZ,1999,452.0,f,35-44
100924,KZ,1999,226.0,f,45-54
106693,KZ,1999,171.0,f,55-64
20158,KZ,1999,34.0,m,0-14
25927,KZ,1999,778.0,m,15-24
31696,KZ,1999,1217.0,m,25-34
37465,KZ,1999,1026.0,m,35-44
43234,KZ,1999,560.0,m,45-54
49003,KZ,1999,368.0,m,55-64
77849,KZ,2000,84.0,f,0-14
83618,KZ,2000,999.0,f,15-24
89387,KZ,2000,1079.0,f,25-34
95156,KZ,2000,599.0,f,35-44
100925,KZ,2000,275.0,f,45-54
106694,KZ,2000,202.0,f,55-64
20159,KZ,2000,36.0,m,0-14
25928,KZ,2000,1057.0,m,15-24
31697,KZ,2000,1409.0,m,25-34
37466,KZ,2000,1379.0,m,35-44
43235,KZ,2000,923.0,m,45-54
49004,KZ,2000,439.0,m,55-64
77850,KZ,2001,88.0,f,0-14
83619,KZ,2001,1040.0,f,15-24
89388,KZ,2001,1062.0,f,25-34
95157,KZ,2001,570.0,f,35-44
100926,KZ,2001,263.0,f,45-54
106695,KZ,2001,194.0,f,55-64
20160,KZ,2001,38.0,m,0-14
25929,KZ,2001,1038.0,m,15-24
31698,KZ,2001,1477.0,m,25-34
37467,KZ,2001,1485.0,m,35-44
43236,KZ,2001,1011.0,m,45-54
49005,KZ,2001,429.0,m,55-64
77851,KZ,2002,68.0,f,0-14
83620,KZ,2002,1035.0,f,15-24
89389,KZ,2002,1086.0,f,25-34
95158,KZ,2002,669.0,f,35-44
100927,KZ,2002,348.0,f,45-54
106696,KZ,2002,194.0,f,55-64
20161,KZ,2002,33.0,m,0-14
25930,KZ,2002,1067.0,m,15-24
31699,KZ,2002,1565.0,m,25-34
37468,KZ,2002,1490.0,m,35-44
43237,KZ,2002,1042.0,m,45-54
49006,KZ,2002,435.0,m,55-64
77853,KZ,2004,62.0,f,0-14
83622,KZ,2004,844.0,f,15-24
89391,KZ,2004,912.0,f,25-34
95160,KZ,2004,517.0,f,35-44
100929,KZ,2004,307.0,f,45-54
106698,KZ,2004,178.0,f,55-64
20163,KZ,2004,24.0,m,0-14
25932,KZ,2004,989.0,m,15-24
31701,KZ,2004,1291.0,m,25-34
37470,KZ,2004,1183.0,m,35-44
43239,KZ,2004,899.0,m,45-54
49008,KZ,2004,336.0,m,55-64
77854,KZ,2005,46.0,f,0-14
83623,KZ,2005,751.0,f,15-24
89392,KZ,2005,767.0,f,25-34
95161,KZ,2005,436.0,f,35-44
100930,KZ,2005,286.0,f,45-54
72085,KZ,2005,45.0,f,5-14
106699,KZ,2005,121.0,f,55-64
20164,KZ,2005,31.0,m,0-14
25933,KZ,2005,917.0,m,15-24
31702,KZ,2005,1142.0,m,25-34
37471,KZ,2005,983.0,m,35-44
43240,KZ,2005,795.0,m,45-54
14395,KZ,2005,31.0,m,5-14
49009,KZ,2005,274.0,m,55-64
77855,KZ,2006,30.0,f,0-14
83624,KZ,2006,741.0,f,15-24
89393,KZ,2006,636.0,f,25-34
95162,KZ,2006,370.0,f,35-44
100931,KZ,2006,234.0,f,45-54
106700,KZ,2006,116.0,f,55-64
20165,KZ,2006,11.0,m,0-14
25934,KZ,2006,888.0,m,15-24
31703,KZ,2006,981.0,m,25-34
37472,KZ,2006,848.0,m,35-44
43241,KZ,2006,744.0,m,45-54
49010,KZ,2006,287.0,m,55-64
77856,KZ,2007,38.0,f,0-14
83625,KZ,2007,782.0,f,15-24
89394,KZ,2007,605.0,f,25-34
95163,KZ,2007,367.0,f,35-44
100932,KZ,2007,249.0,f,45-54
72087,KZ,2007,38.0,f,5-14
106701,KZ,2007,124.0,f,55-64
20166,KZ,2007,14.0,m,0-14
25935,KZ,2007,881.0,m,15-24
31704,KZ,2007,976.0,m,25-34
37473,KZ,2007,859.0,m,35-44
43242,KZ,2007,714.0,m,45-54
14397,KZ,2007,11.0,m,5-14
49011,KZ,2007,279.0,m,55-64
77857,KZ,2008,44.0,f,0-14
83626,KZ,2008,710.0,f,15-24
89395,KZ,2008,659.0,f,25-34
95164,KZ,2008,320.0,f,35-44
100933,KZ,2008,230.0,f,45-54
72088,KZ,2008,43.0,f,5-14
106702,KZ,2008,137.0,f,55-64
20167,KZ,2008,14.0,m,0-14
25936,KZ,2008,897.0,m,15-24
31705,KZ,2008,968.0,m,25-34
37474,KZ,2008,811.0,m,35-44
43243,KZ,2008,752.0,m,45-54
14398,KZ,2008,14.0,m,5-14
49012,KZ,2008,306.0,m,55-64
77872,LA,1995,3.0,f,0-14
83641,LA,1995,49.0,f,15-24
89410,LA,1995,49.0,f,25-34
95179,LA,1995,69.0,f,35-44
100948,LA,1995,54.0,f,45-54
106717,LA,1995,52.0,f,55-64
20182,LA,1995,6.0,m,0-14
25951,LA,1995,56.0,m,15-24
31720,LA,1995,71.0,m,25-34
37489,LA,1995,68.0,m,35-44
43258,LA,1995,78.0,m,45-54
49027,LA,1995,90.0,m,55-64
77873,LA,1996,4.0,f,0-14
83642,LA,1996,31.0,f,15-24
89411,LA,1996,62.0,f,25-34
95180,LA,1996,80.0,f,35-44
100949,LA,1996,64.0,f,45-54
106718,LA,1996,59.0,f,55-64
20183,LA,1996,1.0,m,0-14
25952,LA,1996,42.0,m,15-24
31721,LA,1996,80.0,m,25-34
37490,LA,1996,97.0,m,35-44
43259,LA,1996,131.0,m,45-54
49028,LA,1996,127.0,m,55-64
77874,LA,1997,2.0,f,0-14
83643,LA,1997,60.0,f,15-24
89412,LA,1997,83.0,f,25-34
95181,LA,1997,102.0,f,35-44
100950,LA,1997,102.0,f,45-54
106719,LA,1997,88.0,f,55-64
20184,LA,1997,2.0,m,0-14
25953,LA,1997,61.0,m,15-24
31722,LA,1997,91.0,m,25-34
37491,LA,1997,151.0,m,35-44
43260,LA,1997,158.0,m,45-54
49029,LA,1997,156.0,m,55-64
77875,LA,1998,6.0,f,0-14
83644,LA,1998,59.0,f,15-24
89413,LA,1998,121.0,f,25-34
95182,LA,1998,122.0,f,35-44
100951,LA,1998,108.0,f,45-54
106720,LA,1998,90.0,f,55-64
20185,LA,1998,4.0,m,0-14
25954,LA,1998,77.0,m,15-24
31723,LA,1998,152.0,m,25-34
37492,LA,1998,150.0,m,35-44
43261,LA,1998,177.0,m,45-54
49030,LA,1998,211.0,m,55-64
77876,LA,1999,9.0,f,0-14
83645,LA,1999,60.0,f,15-24
89414,LA,1999,115.0,f,25-34
95183,LA,1999,142.0,f,35-44
100952,LA,1999,141.0,f,45-54
106721,LA,1999,98.0,f,55-64
20186,LA,1999,5.0,m,0-14
25955,LA,1999,91.0,m,15-24
31724,LA,1999,175.0,m,25-34
37493,LA,1999,183.0,m,35-44
43262,LA,1999,213.0,m,45-54
49031,LA,1999,193.0,m,55-64
77877,LA,2000,10.0,f,0-14
83646,LA,2000,59.0,f,15-24
89415,LA,2000,95.0,f,25-34
95184,LA,2000,131.0,f,35-44
100953,LA,2000,122.0,f,45-54
106722,LA,2000,91.0,f,55-64
20187,LA,2000,7.0,m,0-14
25956,LA,2000,92.0,m,15-24
31725,LA,2000,128.0,m,25-34
37494,LA,2000,166.0,m,35-44
43263,LA,2000,201.0,m,45-54
49032,LA,2000,177.0,m,55-64
77878,LA,2001,6.0,f,0-14
83647,LA,2001,51.0,f,15-24
89416,LA,2001,99.0,f,25-34
95185,LA,2001,121.0,f,35-44
100954,LA,2001,138.0,f,45-54
106723,LA,2001,104.0,f,55-64
20188,LA,2001,10.0,m,0-14
25957,LA,2001,81.0,m,15-24
31726,LA,2001,137.0,m,25-34
37495,LA,2001,176.0,m,35-44
43264,LA,2001,219.0,m,45-54
49033,LA,2001,186.0,m,55-64
77879,LA,2002,2.0,f,0-14
83648,LA,2002,72.0,f,15-24
89417,LA,2002,141.0,f,25-34
95186,LA,2002,151.0,f,35-44
100955,LA,2002,152.0,f,45-54
106724,LA,2002,117.0,f,55-64
20189,LA,2002,4.0,m,0-14
25958,LA,2002,86.0,m,15-24
31727,LA,2002,159.0,m,25-34
37496,LA,2002,220.0,m,35-44
43265,LA,2002,223.0,m,45-54
49034,LA,2002,227.0,m,55-64
77880,LA,2003,7.0,f,0-14
83649,LA,2003,77.0,f,15-24
89418,LA,2003,107.0,f,25-34
95187,LA,2003,162.0,f,35-44
100956,LA,2003,156.0,f,45-54
106725,LA,2003,114.0,f,55-64
20190,LA,2003,6.0,m,0-14
25959,LA,2003,91.0,m,15-24
31728,LA,2003,180.0,m,25-34
37497,LA,2003,239.0,m,35-44
43266,LA,2003,226.0,m,45-54
49035,LA,2003,207.0,m,55-64
77881,LA,2004,12.0,f,0-14
83650,LA,2004,72.0,f,15-24
89419,LA,2004,137.0,f,25-34
95188,LA,2004,157.0,f,35-44
100957,LA,2004,172.0,f,45-54
106726,LA,2004,164.0,f,55-64
20191,LA,2004,14.0,m,0-14
25960,LA,2004,120.0,m,15-24
31729,LA,2004,181.0,m,25-34
37498,LA,2004,231.0,m,35-44
43267,LA,2004,318.0,m,45-54
49036,LA,2004,259.0,m,55-64
77882,LA,2005,7.0,f,0-14
83651,LA,2005,101.0,f,15-24
89420,LA,2005,186.0,f,25-34
95189,LA,2005,205.0,f,35-44
100958,LA,2005,244.0,f,45-54
106727,LA,2005,192.0,f,55-64
20192,LA,2005,13.0,m,0-14
25961,LA,2005,136.0,m,15-24
31730,LA,2005,223.0,m,25-34
37499,LA,2005,296.0,m,35-44
43268,LA,2005,373.0,m,45-54
49037,LA,2005,300.0,m,55-64
77883,LA,2006,13.0,f,0-14
83652,LA,2006,109.0,f,15-24
89421,LA,2006,196.0,f,25-34
95190,LA,2006,221.0,f,35-44
100959,LA,2006,228.0,f,45-54
106728,LA,2006,222.0,f,55-64
20193,LA,2006,12.0,m,0-14
25962,LA,2006,145.0,m,15-24
31731,LA,2006,245.0,m,25-34
37500,LA,2006,340.0,m,35-44
43269,LA,2006,406.0,m,45-54
49038,LA,2006,345.0,m,55-64
77884,LA,2007,7.0,f,0-14
83653,LA,2007,126.0,f,15-24
89422,LA,2007,175.0,f,25-34
95191,LA,2007,215.0,f,35-44
100960,LA,2007,293.0,f,45-54
106729,LA,2007,206.0,f,55-64
20194,LA,2007,11.0,m,0-14
25963,LA,2007,150.0,m,15-24
31732,LA,2007,258.0,m,25-34
37501,LA,2007,307.0,m,35-44
43270,LA,2007,418.0,m,45-54
49039,LA,2007,361.0,m,55-64
77885,LA,2008,10.0,f,0-14
83654,LA,2008,101.0,f,15-24
89423,LA,2008,165.0,f,25-34
95192,LA,2008,209.0,f,35-44
100961,LA,2008,264.0,f,45-54
106730,LA,2008,220.0,f,55-64
20195,LA,2008,6.0,m,0-14
25964,LA,2008,159.0,m,15-24
31733,LA,2008,262.0,m,25-34
37502,LA,2008,329.0,m,35-44
43271,LA,2008,380.0,m,45-54
49040,LA,2008,409.0,m,55-64
77896,LB,1995,1.0,f,0-14
83665,LB,1995,16.0,f,15-24
89434,LB,1995,18.0,f,25-34
95203,LB,1995,13.0,f,35-44
100972,LB,1995,8.0,f,45-54
106741,LB,1995,5.0,f,55-64
20206,LB,1995,3.0,m,0-14
25975,LB,1995,26.0,m,15-24
31744,LB,1995,32.0,m,25-34
37513,LB,1995,30.0,m,35-44
43282,LB,1995,16.0,m,45-54
49051,LB,1995,16.0,m,55-64
77897,LB,1996,4.0,f,0-14
83666,LB,1996,24.0,f,15-24
89435,LB,1996,13.0,f,25-34
95204,LB,1996,11.0,f,35-44
100973,LB,1996,5.0,f,45-54
106742,LB,1996,6.0,f,55-64
20207,LB,1996,4.0,m,0-14
25976,LB,1996,28.0,m,15-24
31745,LB,1996,41.0,m,25-34
37514,LB,1996,18.0,m,35-44
43283,LB,1996,12.0,m,45-54
49052,LB,1996,9.0,m,55-64
77898,LB,1997,3.0,f,0-14
83667,LB,1997,30.0,f,15-24
89436,LB,1997,20.0,f,25-34
95205,LB,1997,6.0,f,35-44
100974,LB,1997,7.0,f,45-54
106743,LB,1997,8.0,f,55-64
20208,LB,1997,1.0,m,0-14
25977,LB,1997,18.0,m,15-24
31746,LB,1997,33.0,m,25-34
37515,LB,1997,22.0,m,35-44
43284,LB,1997,19.0,m,45-54
49053,LB,1997,17.0,m,55-64
77899,LB,1998,3.0,f,0-14
83668,LB,1998,23.0,f,15-24
89437,LB,1998,20.0,f,25-34
95206,LB,1998,6.0,f,35-44
100975,LB,1998,7.0,f,45-54
106744,LB,1998,8.0,f,55-64
20209,LB,1998,1.0,m,0-14
25978,LB,1998,27.0,m,15-24
31747,LB,1998,33.0,m,25-34
37516,LB,1998,22.0,m,35-44
43285,LB,1998,19.0,m,45-54
49054,LB,1998,17.0,m,55-64
77900,LB,1999,1.0,f,0-14
83669,LB,1999,33.0,f,15-24
89438,LB,1999,26.0,f,25-34
95207,LB,1999,17.0,f,35-44
100976,LB,1999,6.0,f,45-54
106745,LB,1999,9.0,f,55-64
20210,LB,1999,3.0,m,0-14
25979,LB,1999,27.0,m,15-24
31748,LB,1999,44.0,m,25-34
37517,LB,1999,35.0,m,35-44
43286,LB,1999,17.0,m,45-54
49055,LB,1999,17.0,m,55-64
77901,LB,2000,4.0,f,0-14
83670,LB,2000,31.0,f,15-24
89439,LB,2000,26.0,f,25-34
95208,LB,2000,9.0,f,35-44
100977,LB,2000,7.0,f,45-54
106746,LB,2000,4.0,f,55-64
20211,LB,2000,5.0,m,0-14
25980,LB,2000,16.0,m,15-24
31749,LB,2000,28.0,m,25-34
37518,LB,2000,20.0,m,35-44
43287,LB,2000,15.0,m,45-54
49056,LB,2000,17.0,m,55-64
77902,LB,2001,3.0,f,0-14
83671,LB,2001,25.0,f,15-24
89440,LB,2001,28.0,f,25-34
95209,LB,2001,7.0,f,35-44
100978,LB,2001,6.0,f,45-54
106747,LB,2001,4.0,f,55-64
20212,LB,2001,0.0,m,0-14
25981,LB,2001,22.0,m,15-24
31750,LB,2001,20.0,m,25-34
37519,LB,2001,18.0,m,35-44
43288,LB,2001,16.0,m,45-54
49057,LB,2001,8.0,m,55-64
77903,LB,2002,2.0,f,0-14
83672,LB,2002,17.0,f,15-24
89441,LB,2002,21.0,f,25-34
95210,LB,2002,8.0,f,35-44
100979,LB,2002,9.0,f,45-54
106748,LB,2002,3.0,f,55-64
20213,LB,2002,1.0,m,0-14
25982,LB,2002,19.0,m,15-24
31751,LB,2002,25.0,m,25-34
37520,LB,2002,14.0,m,35-44
43289,LB,2002,10.0,m,45-54
49058,LB,2002,7.0,m,55-64
77904,LB,2003,3.0,f,0-14
83673,LB,2003,14.0,f,15-24
89442,LB,2003,12.0,f,25-34
95211,LB,2003,9.0,f,35-44
100980,LB,2003,5.0,f,45-54
106749,LB,2003,2.0,f,55-64
20214,LB,2003,0.0,m,0-14
25983,LB,2003,19.0,m,15-24
31752,LB,2003,26.0,m,25-34
37521,LB,2003,22.0,m,35-44
43290,LB,2003,6.0,m,45-54
49059,LB,2003,5.0,m,55-64
77905,LB,2004,0.0,f,0-14
83674,LB,2004,18.0,f,15-24
89443,LB,2004,21.0,f,25-34
95212,LB,2004,10.0,f,35-44
100981,LB,2004,5.0,f,45-54
106750,LB,2004,1.0,f,55-64
20215,LB,2004,1.0,m,0-14
25984,LB,2004,11.0,m,15-24
31753,LB,2004,25.0,m,25-34
37522,LB,2004,18.0,m,35-44
43291,LB,2004,18.0,m,45-54
49060,LB,2004,8.0,m,55-64
77906,LB,2005,1.0,f,0-14
83675,LB,2005,25.0,f,15-24
89444,LB,2005,14.0,f,25-34
95213,LB,2005,8.0,f,35-44
100982,LB,2005,3.0,f,45-54
106751,LB,2005,3.0,f,55-64
20216,LB,2005,0.0,m,0-14
25985,LB,2005,12.0,m,15-24
31754,LB,2005,19.0,m,25-34
37523,LB,2005,15.0,m,35-44
43292,LB,2005,10.0,m,45-54
49061,LB,2005,12.0,m,55-64
77907,LB,2006,1.0,f,0-14
83676,LB,2006,16.0,f,15-24
89445,LB,2006,12.0,f,25-34
95214,LB,2006,5.0,f,35-44
100983,LB,2006,2.0,f,45-54
72138,LB,2006,1.0,f,5-14
106752,LB,2006,2.0,f,55-64
20217,LB,2006,0.0,m,0-14
25986,LB,2006,11.0,m,15-24
31755,LB,2006,12.0,m,25-34
37524,LB,2006,18.0,m,35-44
43293,LB,2006,14.0,m,45-54
14448,LB,2006,0.0,m,5-14
49062,LB,2006,10.0,m,55-64
77908,LB,2007,1.0,f,0-14
83677,LB,2007,17.0,f,15-24
89446,LB,2007,30.0,f,25-34
95215,LB,2007,13.0,f,35-44
100984,LB,2007,5.0,f,45-54
72139,LB,2007,1.0,f,5-14
106753,LB,2007,3.0,f,55-64
20218,LB,2007,0.0,m,0-14
25987,LB,2007,12.0,m,15-24
31756,LB,2007,19.0,m,25-34
37525,LB,2007,13.0,m,35-44
43294,LB,2007,12.0,m,45-54
14449,LB,2007,0.0,m,5-14
49063,LB,2007,11.0,m,55-64
77909,LB,2008,2.0,f,0-14
83678,LB,2008,24.0,f,15-24
89447,LB,2008,32.0,f,25-34
95216,LB,2008,15.0,f,35-44
100985,LB,2008,7.0,f,45-54
72140,LB,2008,2.0,f,5-14
106754,LB,2008,3.0,f,55-64
20219,LB,2008,1.0,m,0-14
25988,LB,2008,9.0,m,15-24
31757,LB,2008,14.0,m,25-34
37526,LB,2008,12.0,m,35-44
43295,LB,2008,17.0,m,45-54
14450,LB,2008,1.0,m,5-14
49064,LB,2008,14.0,m,55-64
77926,LC,1997,1.0,f,0-14
83695,LC,1997,1.0,f,15-24
89464,LC,1997,3.0,f,25-34
95233,LC,1997,0.0,f,35-44
101002,LC,1997,0.0,f,45-54
106771,LC,1997,0.0,f,55-64
20236,LC,1997,0.0,m,0-14
26005,LC,1997,0.0,m,15-24
31774,LC,1997,1.0,m,25-34
37543,LC,1997,2.0,m,35-44
43312,LC,1997,0.0,m,45-54
49081,LC,1997,1.0,m,55-64
77927,LC,1998,0.0,f,0-14
83696,LC,1998,3.0,f,15-24
89465,LC,1998,2.0,f,25-34
95234,LC,1998,0.0,f,35-44
101003,LC,1998,0.0,f,45-54
106772,LC,1998,1.0,f,55-64
20237,LC,1998,0.0,m,0-14
26006,LC,1998,2.0,m,15-24
31775,LC,1998,1.0,m,25-34
37544,LC,1998,1.0,m,35-44
43313,LC,1998,0.0,m,45-54
49082,LC,1998,0.0,m,55-64
83697,LC,1999,1.0,f,15-24
89466,LC,1999,1.0,f,25-34
26007,LC,1999,1.0,m,15-24
43314,LC,1999,3.0,m,45-54
49083,LC,1999,3.0,m,55-64
77929,LC,2000,0.0,f,0-14
83698,LC,2000,1.0,f,15-24
89467,LC,2000,0.0,f,25-34
95236,LC,2000,1.0,f,35-44
101005,LC,2000,0.0,f,45-54
106774,LC,2000,1.0,f,55-64
20239,LC,2000,0.0,m,0-14
26008,LC,2000,0.0,m,15-24
31777,LC,2000,0.0,m,25-34
37546,LC,2000,1.0,m,35-44
43315,LC,2000,0.0,m,45-54
49084,LC,2000,1.0,m,55-64
20240,LC,2001,0.0,m,0-14
26009,LC,2001,1.0,m,15-24
31778,LC,2001,1.0,m,25-34
37547,LC,2001,0.0,m,35-44
43316,LC,2001,1.0,m,45-54
49085,LC,2001,3.0,m,55-64
101007,LC,2002,1.0,f,45-54
106776,LC,2002,1.0,f,55-64
31779,LC,2002,1.0,m,25-34
37548,LC,2002,1.0,m,35-44
43317,LC,2002,1.0,m,45-54
49086,LC,2002,2.0,m,55-64
77932,LC,2003,0.0,f,0-14
83701,LC,2003,1.0,f,15-24
89470,LC,2003,1.0,f,25-34
95239,LC,2003,0.0,f,35-44
101008,LC,2003,3.0,f,45-54
106777,LC,2003,2.0,f,55-64
20242,LC,2003,0.0,m,0-14
26011,LC,2003,0.0,m,15-24
31780,LC,2003,0.0,m,25-34
37549,LC,2003,1.0,m,35-44
43318,LC,2003,2.0,m,45-54
49087,LC,2003,2.0,m,55-64
77933,LC,2004,0.0,f,0-14
83702,LC,2004,2.0,f,15-24
89471,LC,2004,3.0,f,25-34
95240,LC,2004,0.0,f,35-44
101009,LC,2004,0.0,f,45-54
106778,LC,2004,0.0,f,55-64
20243,LC,2004,0.0,m,0-14
26012,LC,2004,0.0,m,15-24
31781,LC,2004,0.0,m,25-34
37550,LC,2004,1.0,m,35-44
43319,LC,2004,2.0,m,45-54
49088,LC,2004,2.0,m,55-64
77934,LC,2005,1.0,f,0-14
83703,LC,2005,1.0,f,15-24
89472,LC,2005,0.0,f,25-34
95241,LC,2005,1.0,f,35-44
101010,LC,2005,1.0,f,45-54
106779,LC,2005,0.0,f,55-64
20244,LC,2005,0.0,m,0-14
26013,LC,2005,0.0,m,15-24
31782,LC,2005,0.0,m,25-34
37551,LC,2005,0.0,m,35-44
43320,LC,2005,2.0,m,45-54
49089,LC,2005,1.0,m,55-64
106780,LC,2006,1.0,f,55-64
43321,LC,2006,3.0,m,45-54
49090,LC,2006,5.0,m,55-64
101012,LC,2007,1.0,f,45-54
72167,LC,2007,1.0,f,5-14
31784,LC,2007,3.0,m,25-34
37553,LC,2007,3.0,m,35-44
43322,LC,2007,2.0,m,45-54
49091,LC,2007,4.0,m,55-64
77937,LC,2008,1.0,f,0-14
83706,LC,2008,0.0,f,15-24
89475,LC,2008,1.0,f,25-34
95244,LC,2008,3.0,f,35-44
101013,LC,2008,2.0,f,45-54
72168,LC,2008,1.0,f,5-14
106782,LC,2008,1.0,f,55-64
20247,LC,2008,0.0,m,0-14
26016,LC,2008,2.0,m,15-24
31785,LC,2008,0.0,m,25-34
37554,LC,2008,2.0,m,35-44
43323,LC,2008,2.0,m,45-54
14478,LC,2008,0.0,m,5-14
49092,LC,2008,2.0,m,55-64
77953,LK,1995,15.0,f,0-14
83722,LK,1995,207.0,f,15-24
89491,LK,1995,206.0,f,25-34
95260,LK,1995,142.0,f,35-44
101029,LK,1995,122.0,f,45-54
106798,LK,1995,81.0,f,55-64
20263,LK,1995,10.0,m,0-14
26032,LK,1995,163.0,m,15-24
31801,LK,1995,361.0,m,25-34
37570,LK,1995,519.0,m,35-44
43339,LK,1995,521.0,m,45-54
49108,LK,1995,365.0,m,55-64
77954,LK,1996,18.0,f,0-14
83723,LK,1996,197.0,f,15-24
89492,LK,1996,168.0,f,25-34
95261,LK,1996,147.0,f,35-44
101030,LK,1996,133.0,f,45-54
106799,LK,1996,111.0,f,55-64
20264,LK,1996,10.0,m,0-14
